uuid,사업자명,리뷰본문,키워드
38de2d0d-4626-41f3-a534-c0fc0f88370d,달로 혜화대학로점,"혜화 술집 간다고 하면 다른데 찾아보지도 않고 무조건 여기로 와요 :) 안주류도 엄청 가성비 좋고 맛도 좋아용
그리고 직원분 세상에서 본 직원분들 중에 가장 친절하세요 🙂","음식이 맛있어요, 가성비가 좋아요, 인테리어가 멋져요, 아늑해요, 친절해요"
7d8f05e1-2348-470e-ba74-c3cecd6e3c22,달로 혜화대학로점,"제가 2번째 방문인데, 진짜 너무 좋습니다..
혜화에 가면 꼭 여기서 술을 먹기로 다짐을 할 정도로
음식도 맛있었고, 음악도 잔잔하니 데이트하기에
너무 적합한 곳입니다!! 혜화에 데이트 하러 가시면 
꼭 들러보세요👍🤍","음식이 맛있어요, 인테리어가 멋져요, 음악이 좋아요, 대화하기 좋아요, 특별한 날 가기 좋아요"
46ba19a2-8e29-4dcd-a6d8-e71d380b4855,달로 혜화대학로점,"분위기며 안주 맛이며 너무 맛있었어요~!
특히 감자전 너무 맛있었습니다!!
사장님이 요리를 너무 잘하시는것같아요~~!
앞으로 아지트로 자주 방문할 것 같아요!!","음식이 맛있어요, 메뉴 구성이 알차요, 인테리어가 멋져요, 매장이 넓어요, 친절해요"
d209ddb5-7aa0-44fa-a2ef-16ec80780ac3,달로 혜화대학로점,"메뉴 하나하나 다 맛있고
가격도 완전 착해요!
요리3개+디저트1개 
레몬사와 사이다 이렇게해서
오만원 초밖에 안됨…!!
돼지후라이드 치킨보다 더 맛나구
해장파스타 국물 대박이에여
디저트 아이스크림도 완전 진한 바닐라 아이스크림이라 넘 맛나게 먹었어여","음식이 맛있어요, 기본 안주가 좋아요, 특별한 메뉴가 있어요, 인테리어가 멋져요, 대화하기 좋아요"
27c17cab-477a-49d2-9fea-067cd77a74e7,달로 혜화대학로점,"일단 매장 넓고 쾌적하고 분위기 좋아요 -! 
갬성있습니다. 소주 시키니까 잔도 고를 수 있어요🥺
귀여워…♡ 리뷰에서 닭볶음탕에 우동사리 추가, 감자전 맛있다해서 시켰구 진짜 맛있었어용! 음식 나오는데 시간은 꽤 걸리지만 그래도 재방문 의사 있습니당!","인테리어가 멋져요, 대화하기 좋아요, 아늑해요, 차분한 분위기에요, 음식이 맛있어요"
f93bf146-4930-4866-997c-81990d815700,달로 혜화대학로점,솔직히 서울치고는 저렴하고 괜찮은 거 같아요!! 맛있고 좋아요,"인테리어가 멋져요, 음악이 좋아요, 대화하기 좋아요, 기본 안주가 좋아요, 가성비가 좋아요"
325fbc0b-adb0-439b-907b-5e7ad571f532,달로 혜화대학로점,"성대 근처 안쪽 골목에 
이런 음식 맛집 , 술 맛집이 있었네요 🎶
테이블 간격도 적당하게 되어있고 
소음도 크지 않아 여유를 제대로 즐겼답니다.

신랑은 그냥 술 마시자했지만 
이런데선 분위기도 낼 겸 ,
레몬사와 천미리짜리로 주문을 ㅎ
천미리 조금일 줄 알았는데 천천히 음미했더니 
얼음이 녹아서 양이 많아져요 ^^;
녹아도 맛이 연하지 않고 진하더라구요 😉

안주는 얼큰하고 해물 가득한 토마토해장파스타 , 
치즈와 참나물무침이 곁들여진 감자전 ,
양배추샐러드에 들깨소스 얹혀나오는 닭생강구이!

파스타는 꼭 시키셔서 
다른 요리 재료들에 푹 찍어드셔보셔요 .
토마토소스가 너무 너무 맛있었어요 🤭😍

달로에서 제일 좋았던 건
물 담겨져 나온 델몬트 유리병 😄
귀한 물 마셨습니다 ㅋ

재방문 10000% 🍀","음식이 맛있어요, 특별한 메뉴가 있어요, 가성비가 좋아요, 인테리어가 멋져요, 음악이 좋아요"
6afb3679-1912-49ef-ad77-afd616b33199,달로 혜화대학로점,"감자전이 진짜 바삭하고 촉촉해서 너무 맛있었어요!! 레몬사와랑 같이 먹으니까 상큼하게 딱 어울리고, 가격도 가성비 최고였습니다. 또 먹으러 오겠습니다☺️","음식이 맛있어요, 기본 안주가 좋아요, 가성비가 좋아요"
6919158f-9716-4f63-863d-43fd17453cee,달로 혜화대학로점,인테리어랑 분위기도 너무 좋고 직원분들이 정말 친절해요! 음식도 맛있고 너무 좋았어요!!,"음식이 맛있어요, 기본 안주가 좋아요, 인테리어가 멋져요, 대화하기 좋아요, 친절해요"
773c7b6d-326d-4b42-afb0-baa0155cb2ca,달로 혜화대학로점,"매장 분위기가 너무 이뻐요
음식도 너뮤 맛있고 특히 소스들도 특이하고 맛있어요!
메인메뉴부터 디저트까지!
완벽해요","인테리어가 멋져요, 단체모임 하기 좋아요, 음식이 맛있어요, 기본 안주가 좋아요"
9b2028aa-4f89-4eb5-9c2a-7522791997d9,달로 혜화대학로점,저녁식사하려구 남자친구랑 왔는데 분위기가 너무 좋아요~ 메뉴도 다양하고 너무 시끄럽지 않아서 대화 나누기도 좋아요! 벽에 빔프로젝터로 불 그림이 있는데 보면서 계속 불멍하게 되네용 술 주문하면 술잔도 고를 수 있어서 좋네요~~😄,"기본 안주가 좋아요, 술이 다양해요, 아늑해요, 대화하기 좋아요, 친절해요"
6894f95b-e9ee-4a32-a7eb-92942787700d,달로 혜화대학로점,"수육전골 감자전 볶음밥
좋은 구성으로 먹다 갑니다
혜화의 쟁쟁한 술집 가운데 조금만 들어오면 가성비 훌륭한 가게가 나옵니다. 짐보관함도 있고 편안하고 여유롭게 먹다 갈 수 있는 느낌. 음식 종류가 적다 느낄 수 있지만 각 메뉴 퀄리티가 높으니 집중했다고 보는 게 맞는거 같아요 2025엔 더 성하시길~~","음식이 맛있어요, 대화하기 좋아요"
214e0be9-0acc-48d5-9152-4600dd61267f,달로 혜화대학로점,분위기도 좋고 친절하고 맛있어요😆,"음식이 맛있어요, 메뉴 구성이 알차요, 인테리어가 멋져요, 음악이 좋아요, 대화하기 좋아요"
ec177a56-8e3a-4ea9-8ae1-61934f688042,달로 혜화대학로점,"매장 분위기가 너무 좋아요!! 깐풍기,계란볶음밥 맛있고 귀여운 고양이도 있어요😻","음식이 맛있어요, 기본 안주가 좋아요, 술이 다양해요, 특별한 메뉴가 있어요"
4764f104-9a96-4f7e-b352-35aa34d041ca,달로 혜화대학로점,"여자친구가 예약해서 다녀왔습니다.
일단 입장부터 사장님이 친절하셔서 기분이 좋았고
음식이 엄청 맛있었어요. 그 음식했을 때 떠오르는 맛보다 더 맛있어서 술안주대신 식사하러 와도 될 정도 였습니다. 레몬사와도 상큼하니 맛있어서 재방문할 것 같습니다","음식이 맛있어요, 가성비가 좋아요, 인테리어가 멋져요, 사진이 잘 나와요, 친절해요"
fe9b394b-b1b3-4e32-af31-fca97893f82c,옵션2(OPTION2),"여기.
이곳

스파게티 맛집입니다.

토마토베이스는 전부 맛있고.

저는 사이드인
윙 프라이드에 감동 먹었습니다!!!

잘먹었습니다.","음식이 맛있어요, 재료가 신선해요, 특별한 메뉴가 있어요, 친절해요, 인테리어가 멋져요"
251db6cb-2200-4195-a504-7ad9a05eaf28,옵션2(OPTION2),"갓성비 맛집!! 양이 진짜 푸짐합니다!! 날치알새우로제파스타랑 해물토마토도리아 완전 강추!! 돈까스는 진짜 별미중 별미!! 약간 옛날 경양식집 느낌도 나고~ 음식도 빨리 나오고, 테이블이 넓어서 단체식사하기도 좋은!! 직원분들도 친절하세요!!","음식이 맛있어요, 양이 많아요, 특별한 메뉴가 있어요, 가성비가 좋아요, 친절해요"
0f5c5da7-771f-4420-8b62-8e460a345977,옵션2(OPTION2),가성비도 좋고 맛도 좋아요 강추합니다!!,"양이 많아요, 가성비가 좋아요, 인테리어가 멋져요, 매장이 넓어요, 혼밥하기 좋아요"
f87b8622-3130-4553-8194-02ad56219898,옵션2(OPTION2),"사진은 없지만 정말 만족하며 식사했어요. 
어릴때 다녔던 곳 오랜만에 다시 왔는데 너무 맛있고 저렴하게 잘 먹었어요. 
리조또에 감튀까지 먹었는데 다른 곳 리조또 하나 가격 
그저 감사할 뿐이에요. 
들어갈때부터 친절하셔서 기분이 좋았는데 식사 후 테이블에 놓고 온 제 물건읕 갖고 길까지 나와서 돌러 주셨어요. 2월 4일 결제하시던 분 정말 감사했어요. 
사장님 저 대신 그분께 상좀 주세요. 
그분 땜에 담에 또 갈 맘이 마구마구 생겼답니다. 
한양대 갈일 있음 꼭 또 갈게요 
잘 먹었습니다!!!","음식이 맛있어요, 재료가 신선해요, 양이 많아요, 혼밥하기 좋아요, 친절해요"
077590cd-6813-44dc-a109-346fd2885707,옵션2(OPTION2),"맛있고 분위기도 좋아요 ㅎㅎ
다음에 또 방문하겠습니다 😀","음식이 맛있어요, 재료가 신선해요, 인테리어가 멋져요, 단체모임 하기 좋아요"
652314c7-0fe0-4606-879e-be99dfb7d128,옵션2(OPTION2),"우~와!
옵션 대박입니다.
가성비에 음식 양도 많고
너무 너무 맛있어요 👍 👍 👍 
매장도 넓고 쾌적하고 깔끔해요.
연말에 친구들과 다시 올께요.
옵션 대박나세요♥︎","음식이 맛있어요, 양이 많아요, 가성비가 좋아요, 매장이 넓어요, 화장실이 깨끗해요"
025f2379-c508-4705-9a80-5b3e563e62af,옵션2(OPTION2),"맛있고 좋습니다
가격도 저렴해요","음식이 맛있어요, 가성비가 좋아요, 메뉴 구성이 알차요, 매장이 넓어요, 친절해요"
3cd4f0cf-e005-4690-908f-df5721cf8d11,옵션2(OPTION2),오랜만에 온 옵션 메뉴도 진짜 간만에 도리아로 시켰다 맛있게 잘먹었습니다 또 올게요!,"음식이 맛있어요, 양이 많아요, 특별한 메뉴가 있어요, 가성비가 좋아요, 혼밥하기 좋아요"
683fab73-256d-4a8f-99d6-ec98e4bfc8aa,옵션2(OPTION2),처음 시켜보는 리조또 또 너무 맛있어요!! 매운맛 적당합니다~ 해물 추천이요><,"매장이 넓어요, 음식이 맛있어요, 재료가 신선해요, 양이 많아요, 특별한 메뉴가 있어요"
49c8ed52-aa58-446d-b3c4-a72250e4cedf,옵션2(OPTION2),옵션의 날치알새우로제파스타는 진짜 맛있으니까 꼭 드셔보세요!! 양도 정말 푸짐하고~ 로제 소스가 진짜 끝내줍니다!! 가격도 저렴하고 테이블도 많아서 단체로 와도 좋은 곳!!,"음식이 맛있어요, 양이 많아요, 특별한 메뉴가 있어요, 메뉴 구성이 알차요, 친절해요"
4c19906b-b509-4b2b-a065-dd73009d1f4a,옵션2(OPTION2),"매번 재방문 하는 곳이에요.
옵션 1부터 방문했었고, 확장공사해서 옵션 2까지 와서 메뉴도 다양해졌습니다.

맛있고, 풍미도 좋아요.
일반적인 파스타 말고, 옛날 스파게티류가 먹고 싶으시다면 강력 추천 드려요.","음식이 맛있어요, 재료가 신선해요, 매장이 넓어요, 혼밥하기 좋아요, 친절해요"
4fe83d3e-23e5-48c9-ba38-9bd6825ed33f,옵션2(OPTION2),"도리아 처음 봤어요! 맛있습니다
로제파스타 무척 맛있고요 오일도 좋아요~","음식이 맛있어요, 양이 많아요, 특별한 메뉴가 있어요, 인테리어가 멋져요, 매장이 넓어요"
1c57dbe9-76de-4a31-8d6d-28f28abb18cd,옵션2(OPTION2),"항상 오면 맛있는 옵션
가족과 아이와 함께 맛있게 먹고 갑니다^^!!","음식이 맛있어요, 양이 많아요, 가성비가 좋아요, 매장이 넓어요, 매장이 청결해요"
0c02ab9e-5943-4d68-a2e5-7a0652aa3d8d,옵션2(OPTION2),맛있고 양이 많아서 자주 올것같아요 ~,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 특별한 메뉴가 있어요"
98bcec47-18f1-4052-8cc9-dccbd50dbc40,옵션2(OPTION2),"오랜만에 오게되었어요~~~ 너무 와보고 싶었는데 ㅎㅎ
해물크림 도리아 맵게 한고 정말 먹고싶었어용 ㅎ
내부화장실도 있구 넓고 좋네요 ㅎ","음식이 맛있어요, 매장이 넓어요, 아이와 가기 좋아요, 오래 머무르기 좋아요"
ee54a839-8874-473d-acee-0c894bfceea3,옵션2(OPTION2),"자주가는 사람입니다. 맛있거든요. 메뉴 곱배기도 가능하고, 가격도 비싸지 않아요. 

다만, 여자 사장님 (추정)께서 매장 손님 꽉차있는데 직원 분한테 호통치시고 바보야 뭐야 외치시는데 ...
손님이 주문실수했는데도 호통을 치셔서 깜짝 놀랐네요

중요한 약속을 할 장소는 아닌 것 같습니다 
제가 있는 내내 그러시더라고요 저 또한 난처했구요","음식이 맛있어요, 매장이 넓어요"
cf40d405-8753-4ff0-85ea-c77aa7435e2a,옵션2(OPTION2),대학생 때 자주 먹던 치킨도리아랑 크림파스타가 생각나서 와이프랑 아이랑 같이 왔어요. 가성비 좋고 특히 파스타가 맛있어요!,"가성비가 좋아요, 특별한 메뉴가 있어요, 아늑해요"
f8a4102e-431f-416a-8676-74bba749ae1b,옵션2(OPTION2),음식이 따끈따끈 빨리 나와서 혼밥 할 때 좋아요오🤍🩷,"매장이 넓어요, 친절해요, 음식이 빨리 나와요, 음식이 맛있어요, 특별한 메뉴가 있어요"
95bc694b-3f26-43b6-a715-006df8da4e50,옵션2(OPTION2),"* 날치알새우크림뇨끼+미트덮밥+매콤돈가스
다 맛있었지만 특히 뇨끼 말랑 쫀득 완젼 맛있었어요! 20세기말의 경양식집 분위기 ㅎㅎ 추억에 푹 빠졌다왔네요","음식이 맛있어요, 양이 많아요, 가성비가 좋아요"
2bbf632d-2ec6-4d16-a1ff-377f9e0ec8a1,옵션2(OPTION2),가성비 최고인곳! 양도 푸짐하고 늘 맛있네요,"음식이 맛있어요, 양이 많아요, 가성비가 좋아요"
13197be9-6722-4852-8b89-08cea932bff0,북촌손만두 왕십리민자역사점,"개인적으로 북촌손만두의 ""튀김만두""를 좋아해서 장보고 늦은점심을 여기서 먹었어요~
북촌피냉면과 북촌국시와 튀김만두세트를 주문해 먹었는데 역시 기대를 저버리지않는 맛이네요.
냉면도 맛났고 멸치육수를 우러낸 잔치국수가 정말 의외로 맛있어서 놀랐습니다. 튀김만두는 당연히 맛났고요. 다음에는 만두국과 칼국수를 먹어봐야겠어요~오늘도 맛나게 잘 먹었습니다~👍","음식이 맛있어요, 양이 많아요, 가성비가 좋아요, 혼밥하기 좋아요, 대화하기 좋아요"
5b3173dd-f461-4841-a494-61124d8567a7,북촌손만두 왕십리민자역사점,엄마랑 즐거운 시간 가졌어요~,음식이 맛있어요
d36db3f8-4c75-4131-91ce-b958f487d858,북촌손만두 왕십리민자역사점,"새로 생긴 북촌손만두 매장을 처음 이용했습니다.
전부 셀프서빙으로 운영되어 별도 서비스가 없는데
불구하고 판매되는 음식들의 가격대비 음식 퀄리티는
조금 실망스러운 수준으로, 아쉬움이 들었지만
요즘 물가가 높다고 하니 그냥 이해해도

맛이 좀 많이 아쉽네요, 특히나 매운 칼국수의 국물은
확연히 느껴지는 인공 조미료의 맛들이 라면보다 더 
어울어지지 않고 따로 겉돌아서 이게 진짜 돈 받고 파는
이름있는 칼국수의 맛이 맞는가? 하는 의문이들 정도...

내용물의 양이나 맛 등등 아쉬움과 실망감이 많아서
주변에 추천은 어려울 것 같습니다.","컨셉이 독특해요, 환기가 잘 돼요"
82e18224-4f44-4fcd-bae3-fb502c280317,북촌손만두 왕십리민자역사점,만두전문인데도 냉면도괜찬네요 다음에 또먹겟습니다,"음식이 맛있어요, 가성비가 좋아요, 아늑해요, 음식이 빨리 나와요"
eb8edd11-aa4b-444c-b2b5-b023f1b26fc7,북촌손만두 왕십리민자역사점,"오후 1시 20분방문 홀에손님 두팀있음 
키오스크가서 주문하고 음식받아갈때 직원들 번호 확인 안함  호명없음  이게맞나하고 ? 어리둥절하다 대충가져와서먹음
 김치단무지 셀빠 거의 비워져있었고, 국물같은게 여기저기튀어있어서 육안상 더러워서 저거 잘못 먹었다가  내 건강이우려되어 김치단무지 등 이용아예안함   ,3번사진은 주문한음식 나오자마자인데 플레이팅 이 별로다 ,

얼큰만두국 먹는데 자꾸만 고추장 뭉친게나와서 불편했는데  환불할뻔함 누가먹던거아니죠?운영자님  사진에보다시피 , 셀프빠가정리하도안되서 , 추가로 고추장같은걸 이용하지도않았다. 주방장에는 남자직원과 젊은여성 이 웃으면서대화중이던데 서비스가별로였음 .","음식이 맛있어요, 재료가 신선해요, 뷰가 좋아요, 주차하기 편해요"
eeea3a04-fea7-4ed6-8465-ebac2ecd814a,북촌손만두 왕십리민자역사점,부엌이 시끄럽고 왁자지껄합니다. 그리고 누군가는 계속 기침을 하네요.,
65c79326-fa4e-4227-837f-7bc779dc614f,북촌손만두 왕십리민자역사점,혼밥 하기 좋은 좌석. 상대적으로 빠른 서빙. 튀김만두 ㅈㅁㅌ,"음식이 맛있어요, 특별한 메뉴가 있어요"
c4dbd089-9050-4b10-9a92-92964018f67a,북촌손만두 왕십리민자역사점,북촌손만두 왕십리점이 이번에 리뉴얼했다고해서 방문해봤습니다~! 제가 지금까지 가봤던 북촌중에 가장 분위기가 좋았고 칼국수랑 만두 다 맛있었어요!! 다음에 또 방문할생각 있습니다^^,"음식이 맛있어요, 재료가 신선해요, 인테리어가 멋져요, 혼밥하기 좋아요, 매장이 청결해요"
8019fab2-06fe-4100-8467-990ac1985e49,북촌손만두 왕십리민자역사점,"이마트에 장보러 갔다가 고객센터쪽에 있던 북촌손만두가 2층 주차장 통로쪽으로 옮긴거보고 간단히 요기하러 들어갔다가 배불리 먹고나옴. 짝꿍이 모둠만두 맛보고 싶다해서 주문했는데 좀 후회함. 굴림만두는 좀 괜찮았지만 다른 찐만두들은 겉면이 말라서 좀 딱딱하게 느껴짐. 다음방문땐 만두는 원래먹던 튀김만두만 시키는걸로!! 피맹면,비빔냉면 모두 매운맛으로 먹었는데 나쁘지 않았음. 근데 이전한 매장은 키오스크가 잘 안보이는 쪽애 있고, 앞접식나 가위등이 키오스크 옆애 있는것이 좀 위생적이지 않은 느낌이 들었음.",주차하기 편해요
1ef9e1d5-a586-42d5-b76a-72ceaeaf15b2,북촌손만두 왕십리민자역사점,매장이전후 좀 불편한감이 있지만 이마트 장보고 간단하게 요기하기 좋음.,주차하기 편해요
03cb7ecf-1f68-4dc3-a340-0bca74982302,북촌손만두 왕십리민자역사점,왕십리에서 제일 저렴한 식당 같아요.,가성비가 좋아요
398fb75c-c4f4-4828-a3b8-012dc08b76ce,북촌손만두 왕십리민자역사점,"깔끔하고 바삭하고..
맛있습니다",음식이 맛있어요
8f659317-758e-43fa-9759-3112cb6cf197,북촌손만두 왕십리민자역사점,두번째 방문입니다. 매장식사를 하는 목적은 신선하고 따뜻한 음식을 먹는것을 기대하는데...찐만두가 다 식어서 미지근했습니다. 혹시 찌지않은 만두인지 의심될정도?? 추운날히 손만두 타이틀을 가진 음식점 답지 않았어요.,"가성비가 좋아요, 혼밥하기 좋아요"
ab9e5b19-4d4a-46f0-a4bb-89043d501260,북촌손만두 왕십리민자역사점,평균적인 맛이네요.,
6634b78b-e2f1-4710-97e6-93cc4cc5b5a6,북촌손만두 왕십리민자역사점,"해장하기 딱 좋은 칼국수! 
근데 해장 안 해도 맛있어요.....
적당히 맵고 후추 좀 넣어서 먹어도 맛있어요🧡","음식이 맛있어요, 가성비가 좋아요, 인테리어가 멋져요, 친절해요, 매장이 청결해요"
830f01d9-1ba0-4403-a525-6a9588a9a305,북촌손만두 왕십리민자역사점,"모밀 먹었는데 와사비를 큼직하게 올려주셔서 좋았어효 물론 다 못 먹음 그리고 무슨 튀김인지 모르겠는데 토핑으로 같이 나오는데 왜 있는지 모르겠어요 좀 느끼~.. 푹 말아묵으면 좀 맛있긴 한데 그래도 여전히 왜 있는지 모르겠는?? 면은 걍 밀가루 섞인 모밀 면이었어효 암튼 가성비 좋게 한그릇 시원하게 뚝딱!! 다음에 또 간단하게 먹고 싶을 때 갈 것 같아용
그리고 만두가 진짜진짜딘짜 맛있음ㅜ.ㅜ!!! 새우튀김만두 짱!!! 가게명에 괜히 만두가 있는 게 아니죠? 모두 만두를 먹읍시다 만두 짱 최고","음식이 맛있어요, 가성비가 좋아요, 혼밥하기 좋아요, 음식이 빨리 나와요"
aa946df4-41cf-43b7-8e17-57aebc5147bc,북촌손만두 왕십리민자역사점,좋아요,음식이 맛있어요
ec3fb61f-2a39-4e19-b81b-fe56e7a22335,북촌손만두 왕십리민자역사점,좋아요,음식이 맛있어요
55ed5bcd-8a1c-4319-951f-c757dccdfd30,북촌손만두 왕십리민자역사점,"비빔국수가 땡겨서 들렀어요. 새우만두 추가.
적당히 매콤달달해요.","음식이 맛있어요, 혼밥하기 좋아요"
e445c86d-c3f1-405a-9f0a-4df83dad90d9,할머니의 레시피,"친구들과 서울숲에서 만나는 날, 점심 식사 장소로 추천 받은 '할머니의 레시피'에 방문했어요.
한우떡갈비정식, 비빔밥불고기정식, 숨뼈국, 쌈밥정식 주문했는데, 식당 이름 그대로 할머니가 정성껏 푸짐하게 차려주신 밥상처럼 정갈하고 맛깔나네요.
쌈밥 정식에 제육볶음 양이 푸짐해서 싱싱한 쌈채소에 다양한 젓갈 얹어 맛있고 배부르게 잘 먹었습니다. 쌈채소 다 먹고 말씀드리니 금방 친절하게 리필해 주시네요.
할머니의 레시피, 한식 맛집이라 다음 서울숲 나들이 때도 재방문하고 싶어요.","음식이 맛있어요, 재료가 신선해요, 반찬이 잘 나와요, 건강한 맛이에요, 친절해요"
b667c08c-3b78-493d-8c1e-a311fa4fc138,할머니의 레시피,"비빔밥 정식은 불고기가 야들하네 양념맛은 살짝 짜나 맛있어요
한우떡갈비는 삼삼하니 그냥 먹어도 맛있어요. 제일!!! 맛있었어요
생선구이는 가자미인거 같은데 밑간이 좀 더 필요할 듯하고 좀 더 비삭해도 좋을 듯해요
호박죽은 단호박에 찰쌉을 푼듯 맛있어요
특히 밥.. 쌀이 좋아요 밥 잘 안먹는데 싹 비웠어요
전체적으로 삼삼하고 깔끔해서 건강식이네요
혼밥으로도 탁월할 듯
그리고 가격도 성수동에서 착해요","인테리어가 멋져요, 음식이 맛있어요, 재료가 신선해요, 반찬이 잘 나와요, 건강한 맛이에요"
072b0c06-f380-4e7d-afff-b5f3a78ac903,할머니의 레시피,가게안도 깨끗 깔끔하고 직원분들 친절하고 음식도 전반적으로 맛있어서 가끔 오는 곳이랍니다~ 아이도 잘 먹고 잘 먹고 감니다~ 종종 들릴게요~ㅎㅎ,"음식이 맛있어요, 재료가 신선해요, 인테리어가 멋져요, 친절해요, 매장이 청결해요"
6771eec3-9dfa-465e-b3ec-e33282244266,할머니의 레시피,"생선구이 정식시키니 7첩반찬이 두둥! 🐟 +(된장국과 호박죽까지)
반찬 하나하나 정갈하고 딱 필요한만큼만 줘서 뿌듯하게 다 먹을 수 있어요! 😊
특히 모든음식간이 삼삼한편이라 자극적이지않으면서도 배부르게 먹어도 더부룩하지않더라구요!!

가자미의 담백함이 다른 반찬이랑 너무 잘 어울리고 뼈도 잘발려서 뼈때문에 고민할 필요없이 한끼 든든하게 가능합니다!😄
12시 땡 점심시간 되자마자 웨이팅이 생기니 조금 일찍 도착하시는거 추천!🏃‍♂️","음식이 맛있어요, 재료가 신선해요, 건강한 맛이에요, 메뉴 구성이 알차요, 혼밥하기 좋아요"
f21192b7-e7bf-431e-a996-439c3f03f85d,할머니의 레시피,"생선정식에, 가자미가 짜지도 비리지도 않고
정말 맛있었어요
반찬들도 먹을만큼 적당히 정갈하게 나와서
좋았어요
다음에 또 방문할꺼에요","음식이 맛있어요, 재료가 신선해요, 반찬이 잘 나와요, 인테리어가 멋져요, 친절해요"
3b3fa7fe-0660-4cc7-8b67-1d1632c565b6,할머니의 레시피,"라스트오더가 20:40로 꽤 늦은편이라 저녁 식사했어요
점점 내국인 비율보다 외국인 비율이 더 많은 것 같네요",음식이 맛있어요
8056306f-a11d-4adf-878e-3225ebd55f0e,할머니의 레시피,"진짜.너무 맛있었어요~^^ 
반찬 하나하나 다 맛있고 ㅋ
맛없는거 찾으라면 못 찾을 집 ㅋ 
친절하시긴 또 얼마나 친절했어요~^^ 
또가고 또가도 될 집입니다!","음식이 맛있어요, 재료가 신선해요, 반찬이 잘 나와요, 건강한 맛이에요, 친절해요"
4bba421f-37b0-46e7-935f-414deed14872,할머니의 레시피,"정갈한 한식 먹는 느낌 ! 
생각외로 외국인 손님들이 정말 많았어요 ! 그만큼 한식 맛을 잘 표현했다는거겠죠~? 
제일 좋았던건 추운날 밖에서 웨이팅하지않고 지하에 따숩게 앉아서 기다릴 수 있다는게 큰 장점인거같아요 ㅎㅎ
한식 생각나면 먹을만한곳 🐾","반찬이 잘 나와요, 매장이 넓어요, 뷰가 좋아요, 친절해요, 매장이 청결해요"
6d198e79-b5a4-420e-a0c8-056ed5e62255,할머니의 레시피,반찬이 매우 다양하고 전부 간이 잘 되어 있어 맛있어요. 예쁜 그릇에 담겨 나와서 엄청 대접받는 기분이 들고 좋았습니다. 한우 떡갈비 정식과 불고기비빔밥 먹었는데 둘 다 엄청 맛있었습니다. 단호박죽도 달고 디저트로 딱이에요. 외국 손님분들도 많던데 외국 친구에게 한식 소개해주고플 때 데려오면 안성맞춤일 식당인 것 같습니다! 다른 메뉴들도 전부 먹어보고 싶었던 곳이었습니다.⭐️⭐️⭐️⭐️⭐️,"음식이 맛있어요, 반찬이 잘 나와요, 메뉴 구성이 알차요, 차분한 분위기에요"
797cd63c-8e17-485f-b392-f8d6069ea0c1,할머니의 레시피,부모님과 아이가 있어서 모두 잘 먹을 메뉴를 고르다보니 갔어요. 밖에 긴 줄에 대해 케어하는 분은 없더라구요. 이유가 입구쯤 갔을 때 안에 지하에 대기장소로 다시 안내되고 거기가 케어존 같네요. 지하는 벤치는 있으나 쌓여있는 상자들이 있어서 기다리다 지친 마음이 더 지칠 무렵에 들어갔어요. 재료는 신선하고 맛은 평타는 하는 곳이었어요.,재료가 신선해요
91e7c061-4a16-45c4-a8a3-277561788359,할머니의 레시피,정갈하고 맛있어요. 특히 호박죽이 예술입니다!!!!! 서울숲 쪽에서 한식이 먹고 싶다면 바로 여길 가세요~,"음식이 맛있어요, 재료가 신선해요, 건강한 맛이에요, 차분한 분위기에요, 친절해요"
c66ef01f-2c08-4bc9-a260-9a00e6308320,할머니의 레시피,"웨이팅이 있어도 밖에서 기다릴 필요없이 지하에 따로 
웨이팅 존이 있어서 주문 미리 받고 자리 나오면 순서대로 갈 수 있어서 너무 좋았고 
그래서 음식도 빨리 나오는 편이에요 반찬 가짓수도 많고 무엇보다 호박죽이 너무 맛도리입니다!!!
배가 부른데도 밥 한그릇 다 먹고 나왓어요 👍","음식이 맛있어요, 반찬이 잘 나와요, 매장이 넓어요"
0abcc0c1-878a-468e-b79c-2971fe775583,할머니의 레시피,"깔끔하게 한식 한상차림 먹기 좋은 곳이에요 ㅎㅎ
직원분들도 친절하셔서 든든하구 편안하게 식사 잘 하고 갑니다!","음식이 맛있어요, 양이 많아요, 반찬이 잘 나와요, 뷰가 좋아요, 친절해요"
4e384eb4-2fe3-486b-acc5-7c0dec71021d,할머니의 레시피,"쌈밥정식, 비빔밥불고기정식, 숨뼈국 먹었어요.

반찬 구성이 알차서 외국인 친구들이 좋아했어요.
잔술(소주, 막걸리)도 팔아서 가볍게 마시기 좋아요.
가정식백반이라 차분하게 먹기 좋았어요.
맛도 있어요.

개인적으로 남성들이 먹기엔 양이 좀 부족해 보이기도 해요.
반찬들이 쥐콩알만한데 더 추가해서 먹을 수 있는지는 모르겠어요.","음식이 맛있어요, 재료가 신선해요, 메뉴 구성이 알차요, 인테리어가 멋져요, 친절해요"
a4d05b48-34ae-4f66-b5a6-b6475663a7c7,할머니의 레시피,비도 오고 다소 늦은 저녁이라 사람들이 많지 않아 바로 먹을수 있었네요~ 여전히 깔끔하니 음식들 맛있고 아이도 너무 잘 먹으니 좋네요~ 오랜만에 왔는데 앛으로 종종 들러야겠어요~,"음식이 맛있어요, 재료가 신선해요, 반찬이 잘 나와요, 인테리어가 멋져요, 친절해요"
