uuid,사업자명,리뷰본문,키워드
100c8b8f-2718-4822-8045-b213cd5c47b9,할머니의 레시피,"건강한 한정식 한상
반찬구성도 알차고 하나하나 다 맛있었다.
숨뼈국이랑 한우떡갈비 정식 강추!! 
불고기정식도 맛있었는데 저 두가지가 넘넘 맛있었다. 😋
떡갈비 냄새 전혀 안나고 부드럽고, 숨뼈국 요즘 같은 날씨에 딱임~ 안에 고기도 꽤 들어있고 고사리랑 토란이 들어있다.
음식도 금방 나오고 사장님도 친절하시고 개인적으로 가격도 친절하다 생각함~ 진짜 정성들인 제대로된 한정식이었다. 👍🏻","음식이 맛있어요, 재료가 신선해요, 반찬이 잘 나와요, 친절해요, 음식이 빨리 나와요"
f27d8e05-3ec0-4949-b0c7-d2fc653e43ee,할머니의 레시피,자취하면 비린내로 먹지 못한 생선구이 여기서 너무 기분좋게 다 먹었어여 너무 맛있고 분위기도 아늑해서 친구랑 와도 좋고 부모님과 와도 좋고 대이트하기에도 좋은 곳강아요!,"음식이 맛있어요, 건강한 맛이에요, 아늑해요, 차분한 분위기에요, 매장이 청결해요"
9dae6c0f-7a9e-4523-81ce-057c5bd1cfaf,할머니의 레시피,정갈한 밥상. 간이 딱 맞아서 아이도 어른도 먹기 좋은 메뉴들. 아이들이 특히 좋아하는 메뉴는 정식에 곁들여 나오는 호박죽과 가자미구이!,"음식이 맛있어요, 메뉴 구성이 알차요, 인테리어가 멋져요, 차분한 분위기에요, 매장이 청결해요"
95e9caac-8da1-422d-b491-502ad5b9c1b2,할머니의 레시피,"일요일 점심 방문 !! 12시 30분 쯤 도착해서 20~30분 정도 웨이팅 후 입장했습니당. 웨이팅 중에는 지하 1층에 시원한 대기실 있어서 편하게(의자는 불편함;;) 기다렸다.

숨뼈국, 비빔밥 불고기 정식 주문했고 밑반찬 5가지 바로 나오고 조금 기다리면 주문 바로 나옴! 밑반찬들은 간이 좀 있는편, 도토리묵이 가장  맛있었다~

숨뼈국은 국물은 할머니가 우려준 맛이어따. 국안에는 고사리 고기가 가라앉아 있고 가자미 구이도 매우 만족 전체적으로 이븐하게 구웠음ㅎ 추운날 먹기 좋을거같아용

비빔밥 불고기 정식은 마늘 플레이크 이게 저한텐 킥이었어요. 마늘은 조그만데 향이 개강함. 불고기는 연탄 불고기 스타일, 깨가 잔뜩이라 입안에서 굴러다녀요. 

전체적으로 맛있진 않지만 그래서 할머니가 해준 맛 3점^^","음식이 맛있어요, 양이 많아요, 반찬이 잘 나와요, 아늑해요, 차분한 분위기에요"
4db3f070-9638-4a76-beea-a97e965b51eb,할머니의 레시피,"음식이 정갈하게 나오고, 사장님이 친절하셔서 가게에 있는 내내 기분이 좋았어요. 맛도 깔끔해서 괜찮았고요 :) 뚝섬 근처에서 한식 먹고 싶을 때 방문하면 정말 좋을 듯 해요","음식이 맛있어요, 재료가 신선해요, 친절해요, 혼밥하기 좋아요"
06591805-19a0-4375-821a-59ffe76b2fb5,한우생고기전문점 잭(JACK),"여기 정말 맛도리에요! 저녁에 삼겹 넘 먹고싶어 방문했는데 된찌부터 밑반찬도 정말 넘 맛나고, 여러가지라 진짜 좋아요! 옆에 정육점에서 반찬도 따로 판매도 하시더라구요! 그리고 고기를 처음부터 끝까지 구워주셔서 더욱 맛났어요! 가격대비 양도 많아서 너무너무 짱!! 정말 넘 맛나게 먹어서 자주갈거같아요! 점심 한식 뷔페하는데 점심도 먹으러 가려구요!!","음식이 맛있어요, 고기 질이 좋아요, 양이 많아요, 가성비가 좋아요, 재료가 신선해요"
7beeef18-390d-4b82-8abe-c3f0c5057fda,한우생고기전문점 잭(JACK),"여기 고깃집인데 점심시간에 가면 한식부페를 하는데 그 퀄리티가 너무 좋습니다. 요새 채소값도 비싼데 나물반찬이 너무 잘 나오고 누가 간을 맞추시는지 파는 음식 같지 않게 슴슴하니 나물맛을 진짜 잘 잡으시더라고요. 메인메뉴도 요일마다 바뀌고 인스타에 매일 메뉴 올라와서 그거 보는게 낙이에요. 메인메뉴는 소불고기 제육볶음 수육 수제 돈까스 등등이 돌아가며 나와요.
너무 맛있고 가성비 좋아서 이거 먹으러 쉬는 날 옥수동까지 갈때도 있어요.
매우 친절하셔서 혼자가도 눈치 안 주고(합석은 할때도 있음) 많이먹어도 눈치 안주세요.
손님들도 대체로 동네분들이신지 무난하고 좋으십니다.","음식이 맛있어요, 양이 많아요, 가성비가 좋아요, 혼밥하기 좋아요, 매장이 청결해요"
d079704e-ffd1-459a-bca7-8b555d68edeb,한우생고기전문점 잭(JACK),점심에 주로 한식뷔페 이용하는데 일반적인 한식뷔페보다 음식 퀄리티가 좋아요~다 괜찮은데 개인적으로는 고추잡채 특히 맛있게 잘하시는거같아요👍👍,"친절해요, 음식이 맛있어요, 양이 많아요, 가성비가 좋아요"
439c4a24-dd0f-49be-91f2-745da12a981e,한우생고기전문점 잭(JACK),한식부페 맛있어요! 저녁에 고기 먹으러도 오겠습니다,음식이 맛있어요
1d5330d8-9d5e-4c50-9a06-1691e67cc2d3,한우생고기전문점 잭(JACK),점심 가정식 백반이 맛있어요,"친절해요, 음식이 맛있어요, 양이 많아요"
3774c3dd-73a3-4fb4-8745-2fa2578e6bc6,한우생고기전문점 잭(JACK),좋아요 ,음식이 맛있어요
cce7934d-a1e9-482c-b4ae-341d965ad2e5,한우생고기전문점 잭(JACK),고기가 맛있는 집,"가성비가 좋아요, 음식이 맛있어요, 재료가 신선해요"
6545809a-1ef7-4ccc-87b6-168f99bf0610,한우생고기전문점 잭(JACK),한식먹을 때 가기 좋아요~,"양이 많아요, 음식이 맛있어요"
94cfc227-76eb-4039-983e-7bb4b8d50f85,한우생고기전문점 잭(JACK),"엄청 친절하고 맛있어요 
술이 술술 들어가요",친절해요
267aa3b4-e67c-42fb-9ec6-8adc6f3676da,한우생고기전문점 잭(JACK),"점심 뷔페가 맛있어서 저녁에도 방문했는데 사장님 넘넘 친절하시고 고기도 신경 써서 구워주시고, 반찬도 하나하나 정성 가득 넘 좋았습니다. 큰 창가 앞에 앉으니 야외에서 먹는 느낌이네요~ 사진에는 없지만 목살도 엄청 맛있었어요^^ ","음식이 맛있어요, 재료가 신선해요, 양이 많아요, 매장이 넓어요, 친절해요"
4fff35ae-0c66-4502-a868-c2d2b241b2e4,한우생고기전문점 잭(JACK),"한우생고기 찐맛집이네요.
점심식사뷔폐도 맛있지만 
저녁메뉴 갈비살 그람수가 장난아니에요.
200g이라니 고기 찐맛있어용.
사장님 친절하십니당♡","가성비가 좋아요, 특별한 메뉴가 있어요, 재료가 신선해요, 양이 많아요, 친절해요"
7e91fce8-945a-4397-8985-40e740e234ed,한우생고기전문점 잭(JACK),"한식부페중 젤 맛난것같네요.
쑥국 먹어본것중 제일시원하고 맛있었어요. 불고기도 맛있고.
추천합니다 ","음식이 맛있어요, 양이 많아요"
42c6c339-558d-4470-8262-6eb58fdb3cb4,한우생고기전문점 잭(JACK),가격변동있습니다,혼밥하기 좋아요
d797a3fb-a708-47ad-b4cc-8cb3b9b29fb3,한우생고기전문점 잭(JACK),점심식사때 메뉴가 다양해서 좋습니다,"가성비가 좋아요, 음식이 맛있어요, 재료가 신선해요, 양이 많아요"
50d01c2a-357b-4901-8a09-fcc0e6b83768,어페어 커피,좋은 원두를 쓰는지 부드럽고 디져트도 맛있어요! 곧 2호점 생긴다고 하네요.,"인테리어가 멋져요, 대화하기 좋아요, 커피가 맛있어요, 친절해요"
45b567e2-53d3-44fb-82db-94bc16968c2c,어페어 커피,"커피도 정성가득
인테리어도 톤이 너무 맘에 드네요 이뻐요
신경 많이 쓰신거같아요 ㅎㅎ","커피가 맛있어요, 음료가 맛있어요, 인테리어가 멋져요, 사진이 잘 나와요, 대화하기 좋아요"
4dd14a17-4767-4f49-88df-a84f30f3b044,어페어 커피,"www.instagram.com/seoulwalker2018 
blog.naver.com/seoulwalker2018","인테리어가 멋져요, 사진이 잘 나와요, 음악이 좋아요, 커피가 맛있어요, 디저트가 맛있어요"
d878e123-8db6-4222-90b2-198c8f6b6359,어페어 커피,"에스프레소가 아주 구수하고 맛나네요^^
성수동 커피 맛집이 많아서 하나씩 다 도장깨고싶네요!!
강추합니다^^","커피가 맛있어요, 특별한 메뉴가 있어요, 인테리어가 멋져요, 집중하기 좋아요"
56272e36-2723-4935-8ef7-9974ff1d8bc3,어페어 커피,"재방문 많이 했어요 스콘은 나주엥 추가했고, 애플쿠키 저번에 없었는데 맛나서 포장 두개 더 해가요~ 🥳🥳🥳","인테리어가 멋져요, 커피가 맛있어요, 디저트가 맛있어요, 특별한 메뉴가 있어요"
1c3cc4c7-677e-4257-8206-9ce72daa4d10,어페어 커피,"아버지는 원두커피를 드신다. 마침 어버이날에 들린 어페어커피. 이 곳에서 원두를 판매하는 것을 기억했고, 집에 원두가 떨어졌기에 싱글 오리진 200g(₩18,000. 5/5제조)을 구매했다. 아버지 마음에 들었으면 좋겠다.
누군가의 마음에 드는 것은 정말 기적같은 일이라는 생각이 든다. 마음에 들기 위해 노력하는 것과, 그저 나대로 살았어도 내가 맘에 들 확률은 얼마나 차이가 있을까? 인생은 한 번 뿐이라 가정법이 없다. 그 와중에 서로가 맘에 든다는 것은 정말 억겹의 기적같은 일이겠지..","커피가 맛있어요, 인테리어가 멋져요, 대화하기 좋아요, 친절해요, 매장이 청결해요"
1139a22b-f8be-44e3-8f35-c83f2a131c9b,어페어 커피,"여기 카페 위치한 분위기가 너므 조아요 또왓어요 커피가 약간 비싼듯? 싶긴한데 맛있고 알바생없이 사장님이 관리를 하시는거 같아서 관리 잘된 분위기도 좋아요 부담스럽지 않구요 
여기 갔다가 옆에 한강쪽가면 일호빵있는데 거기 찍고 오면 편_안 ","커피가 맛있어요, 야외공간이 멋져요, 음악이 좋아요, 차분한 분위기에요"
c8e02273-1367-4854-ad31-117d55ac4a68,어페어 커피,"한강 가는 길에 잠깐 고개를 돌리면 마주할 수 있는 카페.
가는 길에만 보였던 카페는 문이 닫았다. 우리는 익숙한 것에 취하면, 그에 좁아지는 시야를 깨우치기 어렵다. 뇌는 효율을 위해 모든 정보를 익숙하게 처리함으로 에너지를 아끼겠노라 행동하는 것을 누가 나무라겠는가. 구태여 뇌의 활동을 의식하여 바꾸고자 하는 나의 비효율적 노력은 무엇을 상정하는지는 나도 자세히는 모르겠다. 이따금씩, 이렇게 발길을 옮길 수 있는 카페를 발견하는 것이 전부일 수도 있다. 그러나 나는 믿고싶다. 이런 나를 누군가 발견할 수 있기를, 그런 당신을 내가 발견할 수 있기를. 많이 찾는 큰 길가가 아닌, 비록 좁은 골목에 오롯이 존재하는 나와 당신을 발견하는 그날이 오기를.","커피가 맛있어요, 사진이 잘 나와요, 대화하기 좋아요, 친절해요, 매장이 청결해요"
4f311c2d-e3c0-4a14-8030-1ef93ac04c30,어페어 커피,편리하고 이용하기 좋아요,음료가 맛있어요
159acd0e-2564-49cc-85c3-397d2a2b6dca,어페어 커피,"애견동반 되는 카페
인테리어도 좋고
깨끗 깔끔하니 너무 좋음
주정차는 불가능","디저트가 맛있어요, 특별한 메뉴가 있어요"
b68c20cf-ae9e-4074-8cfc-df91c18c30c1,어페어 커피,음료가 비싼 편,대화하기 좋아요
b3eb2800-c99c-469e-b1cf-e5419934341e,어페어 커피,성수동에 여유로운 카페 찾다가 방문했는데 조용하고 커피 맛있어요! 원두 사고 싶었는데 머신기가 없어서 드립백 삼ㅎ,"커피가 맛있어요, 음료가 맛있어요"
b3c36606-b850-458a-8536-47175430e5ce,어페어 커피,"정취있는 골목길에 소중하게 존재하는 카페네요  
인테리어도 이쁘고 원두도 직접 로스팅하시나봐요 단골분들 사랑받는 카페인거 같구요 저도 또다시 찾을거 같습니다^^","커피가 맛있어요, 인테리어가 멋져요, 뷰가 좋아요, 친절해요, 매장이 청결해요"
d8d3b817-c767-46b3-8cfd-2f1f7e24e28f,어페어 커피,"커피가 맛있고 분위기 좋아요 
가까우면 자주 오고 싶은 ","커피가 맛있어요, 디저트가 맛있어요, 음료가 맛있어요, 대화하기 좋아요, 아늑해요"
52bbcd79-44a6-40e6-a92b-151ea0d3f1be,어페어 커피,"종종 오는데 커피도 맛있고 디저트도 맛있어요 ㅎㅎ 디저트도 직접 만드시고, 커피도 신경 많이 쓰시더라구요.","매장이 청결해요, 커피가 맛있어요, 디저트가 맛있어요, 인테리어가 멋져요, 사진이 잘 나와요"
5d45cae9-7891-47bf-9142-b34009f389dc,어페어 커피,"★4.6

오늘 아침은 어페어의 아인슈페너를 떠올리며 눈을 떴다. 마지막 방문이 거의 일 년 전이니, 좋은 감명은 불현듯 데자뷰처럼 발견하거나 꿈에서 얘기를 걸어오는 법이다. 

잊을 법도 한데 시간이 무색하게 맛이 잊히지는 않는다. 거스를 것 없이 아인슈페너를 찾아갔다. 아침부터 입맛을 다시며 그리던 맛은 실체가 되어 마른 기억을 적셨다.

커피와 크림의 대비가 좋다. 커피는 부드러운 물 맛이 매력이다. 스푼으로 한번 크림을 떠먹는다. 잠시 그 달달함을 느껴본다. 단숨에 커피와 크림을 동시에 들이키며 그 대비감을 입속 가득 느껴본다. 기다릴수록 크림은 서서히 커피를 잠식하며 블렌드 된다. 개인적으로 섞이기 전 10분 안에 다 마시는 게 좋다. 심심하고 단순하면서도 캐릭터가 명확해서 좋다.  ",
5f384625-5180-4da2-8199-9943921df396,어페어 커피,오고싶었던 카페♡,인테리어가 멋져요
1772fdd1-53bf-4832-bac4-c87c44a73fca,어페어 커피,성수동 뚝도시장의 후미진 뒷골목..구글지도에서 아주 근처 커피숍중에서 좋은평가를 받은곳으로 찾아왔는데 너무 훌륭해요.근처 조개구이 맛집에 왔는데 성공적인 커피맛집 여행이 되었네요. 요즘 커피에 시나몬가루 첨가해서 먹는데..이곳은괜히 넣었다는 생각이 날정도네요..,"사진이 잘 나와요, 인테리어가 멋져요, 커피가 맛있어요, 특별한 메뉴가 있어요"
9c4056b6-9fe4-4454-9efe-04e18dbcd903,글리머,칵테일 좋아하시고 술 좋아하시는 분들이 가면 진짜 미칠만한 곳입니다. 특히 오리지널 칵테일이 너무 만족스러워서 재방문 의사 100입니다. 성수 칵테일바 중에선 거의 뭐 1티어. 사용된 리큐르에 대해서도 자세히 설명해주셔서 혼술로 가도 재밌게 즐기고 올 수 있을 것 같아요,"음료가 맛있어요, 비싼 만큼 가치있어요, 인테리어가 멋져요, 대화하기 좋아요, 음악이 좋아요"
dca6b615-c843-48f1-b7f0-66769443c9b7,글리머,"기본안주도 맛있고 시그니처칵테일도 매력이 넘쳐요ㅎㅎ
가게 분위기가 좋아서 혼술하기도 좋고 친구 또는 연인과 함께해도 즐거울거같아요ㅎㅎ
직원분이 친절하고 메뉴설명을 잘해줘요
다음에 또 방문하고 싶네요","기본 안주가 좋아요, 특별한 메뉴가 있어요, 인테리어가 멋져요, 대화하기 좋아요, 친절해요"
f1437df9-bccb-441d-9bc8-91594b590e46,글리머,"분위기가 정말 고급스럽고
조용히 수다떨기 너무 좋은 칵테일 바에요
어떤 칵테일 마실지 모르면 직원분께 여쭤보면 또는 추천 부탁드리면 기가막히게 딱 원하는것을 가져다주십니다 ㅎㅎㅎ
시그니처 칵테일도 짱짱 맛있고 역에서 가까워서 대박 조아용💗","술이 다양해요, 특별한 메뉴가 있어요, 음료가 맛있어요, 인테리어가 멋져요, 대화하기 좋아요"
05ef1a65-1ec9-4cf2-8e7d-6c6f08940777,글리머,"성수에서 제일 분위기 좋은 칵테일바🩷👍 메뉴에 없는 커스텀으로 칵테일도 만들어주시고  너무 좋았어요🥰
인테리어 진짜 이뻐서 분위기끝판왕ㅠㅠㅠ❣️ 소개팅장소로 완전 추천🤍","술이 다양해요, 특별한 메뉴가 있어요, 인테리어가 멋져요, 대화하기 좋아요, 특별한 날 가기 좋아요"
